occupation,maritalStatus,,Y
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
